ASC_Name,Provider_id,NPI,City,State,Zip_code,Year,ASC_1_Measure_Rate,ASC_1_Footnote,ASC_2_Measure_Rate,ASC_2_Footnote,ASC_3_Measure_Rate,ASC_3_Footnote,ASC_4_Measure_Rate,ASC_4_Footnote,ASC_5_Measure_Rate,ASC_5_Footnote,ASC_1_5_Encounter_Start_Date,ASC_1_5_Encounter_End_Date,ASC_6_SSChecklist,ASC_6_Footnote,ASC_7_Volume,ASC_7_Respiratory,ASC_7_Eye,ASC_7_Genitourinary,ASC_7_Musculoskeletal,ASC_7_Gastrointestinal,ASC_7_Nervous_System,ASC_7_skin,ASC_7_Footnote,ASC_6_7_Encounter_Start_Date,ASC_6_7_Encounter_End_Date,ASC_8_rate,ASC_8_Footnote,ASC_8_Encounter_Date,ASC_9_rate,ASC_9_Footnote,ASC_10_rate,ASC_10_Footnote,ASC_9_10_Encounter_Start_Date,ASC_9_10_Encounter_End_Date,ASC_11_rate,ASC_11_Footnote,ASC_11_Encounter_Start_Date,ASC_11_Encounter_End_Date,ASC_12_Total_Cases,ASC_12_Performance_Category,ASC_12_Interval_Lower_Limit,ASC_12_Interval_Upper_Limit,ASC_12_Footnote,ASC_12_Encounter_Start_Date,ASC_12_Encounter_End_Date,ASC_12_RSHV_Rate
MONROEVILLE AMBULATORY SURGERY CENTER LLC,39C0001308,1639510175,MONROEVILLE,PA,15146,2016,0,,0,,0,,1.623,,"1,000.00",1,1/1/2016,12/31/2016,Yes,,"5,070",0,767,38,415,"3,482",356,12,,1/1/2016,12/31/2016,97.62,,2016/2017,86.04,,8.9,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,125,No Different than the National Rate,9.1,17.8,,1/1/2016,12/31/2016,12.7
FOUNTAIN VIEW SURGURY CENTER,23C0001129,1639541303,SOUTHFIELD,MI,48034,2016,0,1,0,1,0,1,0,1,N/A,5,1/1/2016,12/31/2016,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A,5,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
MULBERRY AMBULATORY SURGICAL CENTER LLC,31C0001319,1639561293,NEWARK,NJ,7012,2016,0,1,0,1,0,1,0,1,N/A,5,1/1/2016,12/31/2016,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A,5,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,Number of Cases Too Small,N/A,N/A,1,1/1/2016,12/31/2016,N/A
AKRON SURGICAL ASSOCIATES LLC,36C0001167,1649208679,AKRON,OH,44333,2016,0,,0,,0,,1.631,,"1,000.00",,1/1/2016,12/31/2016,Yes,,"2,424",83,1,208,999,"1,028",28,77,,1/1/2016,12/31/2016,89.07,,2016/2017,98.99,,100,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,79,No Different than the National Rate,9,18.3,,1/1/2016,12/31/2016,12.9
BROUSSARD SURGERY INSTITUTE INC,19C0001031,1649215765,MONROE,LA,71203,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,Yes,,872,0,862,0,0,0,0,10,,1/1/2016,12/31/2016,72,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
RIVER DRIVE SURGERY CENTER LLC,31C0001116,1649218009,ELMWOOD PARK,NJ,7407,2016,0,,0,,0,,0.42,,"1,000.00",1,1/1/2016,12/31/2016,Yes,,"22,686",0,"22,516",0,0,0,0,170,,1/1/2016,12/31/2016,74.07,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
UNASOURCE SURGERY CENTER,23C0001049,1649219536,TROY,MI,48098,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,Yes,,"4,252",272,3,87,"3,429",200,112,149,,1/1/2016,12/31/2016,56.73,,2016/2017,N/A,1,53.85,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,Number of Cases Too Small,N/A,N/A,1,1/1/2016,12/31/2016,N/A
CAMP LOWELL SURGERY CENTERLLC,03C0001290,1649223124,TUCSON,AZ,85712,2016,0,,0,,0,,0.271,,998.11,,1/1/2016,12/31/2016,Yes,,"8,992",800,"6,562",60,937,30,349,254,,1/1/2016,12/31/2016,77.06,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
PAVILION SURGERY CENTER LLC,24C0001033,1649223629,DULUTH,MN,55805,2016,0,,0,,0,,3.46,,"1,000.00",,1/1/2016,12/31/2016,Yes,,"2,309","1,018",27,124,161,755,14,210,,1/1/2016,12/31/2016,82.41,,2016/2017,100,,100,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,Number of Cases Too Small,N/A,N/A,1,1/1/2016,12/31/2016,N/A
WEST PARK SURGERY CENTER LP,45C0001349,1649233180,MCKINNEY,TX,75069,2016,0,,0,,0,,0.726,,828.36,,1/1/2016,12/31/2016,Yes,,"2,734",27,"1,673",16,336,345,292,45,,1/1/2016,12/31/2016,71.11,,2016/2017,90.48,,41.51,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,59,No Different than the National Rate,8.5,17.2,,1/1/2016,12/31/2016,12.2
GI ASC LLC,39C0001067,1649233719,PHILADELPHIA,PA,19114,2016,0,,0,,0,,0,,"1,000.00",1,1/1/2016,12/31/2016,Yes,,"4,693",0,0,0,0,"4,693",0,0,,1/1/2016,12/31/2016,75,,2016/2017,70.16,,5.23,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,328,No Different than the National Rate,10.3,18.9,,1/1/2016,12/31/2016,14
THE REGIONAL EYE SURGERY CENTER,44C0001131,1649244211,KINGSPORT,TN,37660,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"5,991",0,"5,412",0,0,0,0,579,,1/1/2016,12/31/2016,86.84,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
SURGERY CENTER OF LAKELAND HILLS BLVD,10C0001446,1649244567,LAKELAND,FL,33805,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"3,222",0,0,0,0,"3,222",0,0,,1/1/2016,12/31/2016,65.38,,2016/2017,100,,100,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,199,No Different than the National Rate,8.7,16.9,,1/1/2016,12/31/2016,12.2
LORAIN SURGERY CENTER LLC,36C0001202,1649250218,LORAIN,OH,44053,2016,0,,0,,0,,0,,"1,000.00",1,1/1/2016,12/31/2016,Yes,,973,0,0,0,0,0,973,0,,1/1/2016,12/31/2016,100,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
CLOVIS SURGERY CENTER LLC,32C0001006,1649251679,CLOVIS,NM,88101,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,975,0,0,0,0,956,0,19,,1/1/2016,12/31/2016,N/A,1,2016/2017,100,,68.13,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,139,No Different than the National Rate,9,17.5,,1/1/2016,12/31/2016,12.6
NACOGDOCHES SURGERY CENTER,45C0001281,1649252883,NACOGDOCHES,TX,75965,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,Yes,,"1,271",93,0,0,113,685,375,5,,1/1/2016,12/31/2016,56.41,,2016/2017,68.37,,90.91,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,92,No Different than the National Rate,8.5,16.9,,1/1/2016,12/31/2016,12
PHYSICIANS ALLIANCE LC,26C0001055,1649269663,CAPE GIRARDEAU,MO,63701,2016,0,,0,,0,,0,,995.56,,1/1/2016,12/31/2016,Yes,,"2,985",0,"1,969",8,750,0,222,36,,1/1/2016,12/31/2016,90.14,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
NORTHEAST REGIONAL SURGERY CENTER LLC,39C0001309,1649270075,PLAINS,PA,18705,2016,0,,0,,0,,0,,769.23,,1/1/2016,12/31/2016,Yes,,482,0,0,0,12,0,470,0,,1/1/2016,12/31/2016,85.71,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
ALPINE SURGICAL CENTER LLC,46C0001056,1649278581,OGDEN,UT,84405,2016,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,93.55,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
BAPTIST PLAZA SURGICARE LP,44C0001133,1649287269,NASHVILLE,TN,37203,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,Yes,,"5,898",494,814,0,"3,276",220,870,224,,1/1/2016,12/31/2016,62.05,,2016/2017,79.25,,100,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,Number of Cases Too Small,N/A,N/A,1,1/1/2016,12/31/2016,N/A
SANSUM CLINIC,05C0001265,1649296807,SANTA BARBARA,CA,93105,2016,3.096,,0,,0,,0,,"1,000.00",1,1/1/2016,12/31/2016,Yes,,"5,645",0,0,0,0,"5,645",0,0,,1/1/2016,12/31/2016,84.85,,2016/2017,100,,100,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,1342,No Different than the National Rate,8.6,15.2,,1/1/2016,12/31/2016,11.5
CROWN POINT SURGERY CENTER LLC,06C0001085,1649310111,PARKER,CO,80138,2016,0,,0,,0,,0,,998.11,,1/1/2016,12/31/2016,Yes,,"3,523",640,26,21,"1,141","1,481",128,86,,1/1/2016,12/31/2016,86.21,,2016/2017,93.33,,97.25,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,202,No Different than the National Rate,8.3,16.6,,1/1/2016,12/31/2016,11.8
WHITE OAKS SURGERY CENTER LLC,15C0001154,1649318452,MUNSTER,IN,46321,2016,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,1/1/2016,12/31/2016,Yes,,306,124,0,0,170,0,0,12,,1/1/2016,12/31/2016,66.67,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
SURGICARE SURGICAL ASSOCIATES OF ORADELL LLC,31C0001174,1649322496,ORADELL,NJ,7649,2016,0,,0,,0,,0,,985.71,,1/1/2016,12/31/2016,Yes,,"4,575",0,946,"1,395",48,"2,186",0,0,,1/1/2016,12/31/2016,95.16,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,313,No Different than the National Rate,8.7,16.9,,1/1/2016,12/31/2016,12.3
SAMARITAN ENDOSCOPY LLC,38C0001076,1649327008,CORVALLIS,OR,97330,2016,0,,0,,0,,0,,"1,000.00",1,1/1/2016,12/31/2016,Yes,,"2,908",0,0,0,0,"2,908",0,0,,1/1/2016,12/31/2016,62.5,,2016/2017,95,,97.43,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,310,No Different than the National Rate,8.7,17,,1/1/2016,12/31/2016,12.2
NORTHERN PLAINS SURGERY CENTER LLC,35C0001016,1649350844,FARGO,ND,58103,2016,0,,0,,0,,0.808,,N/A,5,1/1/2016,12/31/2016,Yes,,"3,356",0,"3,356",0,0,0,0,0,,1/1/2016,12/31/2016,97.78,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,100,,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
TRI COUNTY SURGERY CENTER LLC,39C0001195,1649375452,SOUTHAMPTON,PA,18966,2016,0,,0,,0,,0.842,,N/A,5,1/1/2016,12/31/2016,Yes,,"5,033",0,"4,873",0,0,0,0,160,,1/1/2016,12/31/2016,100,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
ADS HEALTHCARE LLC,17C0001044,1649376757,OVERLAND PARK,KS,66209,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"4,044",0,0,0,0,0,0,"4,044",,1/1/2016,12/31/2016,N/A,1,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
SKYLINE SURGERY CENTER,06C0001094,1649378910,LOVELAND,CO,80537,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,Yes,,772,0,128,7,146,103,376,12,,1/1/2016,12/31/2016,97.56,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
HICKORY RIDGE SURGERY CTR,21C0001388,1649393695,COLUMBIA,MD,21044,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,Yes,,"1,383",0,0,0,"1,152",0,231,0,,1/1/2016,12/31/2016,88.1,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
PAIN MDS INC,03C0001327,1649407180,PHOENIX,AZ,85085,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A,5,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
PREMIER SURGICAL CTR OF MICHIGAN,23C0001108,1649416231,CLINTON TOWNSHIP,MI,48038,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,Yes,,"1,302",0,0,503,505,130,131,33,,1/1/2016,12/31/2016,91.72,,2016/2017,26.47,,91.49,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,31,No Different than the National Rate,8.9,18.2,,1/1/2016,12/31/2016,12.8
SKIN SURGERY CENTER OF VIRGINIA,49C0001054,1649443367,HENRICO,VA,23238,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,744,0,0,0,0,0,0,744,,1/1/2016,12/31/2016,73.91,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
POLARIS SURGERY CENTER LLC,36C0001247,1649456021,WESTERVILLE,OH,43082,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,Yes,,"3,313",0,0,68,"2,886",34,289,36,,1/1/2016,12/31/2016,60,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
OHIO VALLEY AMBULATORY SURGERY CENTER LLC,36C0001241,1649462409,BELPRE,OH,45714,2016,0,,0,,0,,0.582,,913.6,,1/1/2016,12/31/2016,Yes,,"2,806",0,0,223,543,"1,610",386,44,,1/1/2016,12/31/2016,68.92,,2016/2017,92.71,,12.5,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,598,No Different than the National Rate,8.1,15.4,,1/1/2016,12/31/2016,11.3
PRINCETON ORTHOPAEDIC ASSOCIATES II PA,31C0001077,1649463605,PRINCETON,NJ,8540,2016,0,,0,,0,,0,,893.49,,1/1/2016,12/31/2016,Yes,,"1,200",0,0,0,"1,200",0,0,0,,1/1/2016,12/31/2016,93.33,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
SUMMIT AMBULATORY SURGICAL CENTER LLC,21C0001248,1649467630,BALTIMORE,MD,21239,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,162,0,0,162,0,0,0,0,,1/1/2016,12/31/2016,N/A,1,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
NATIONAL AMBULATORY SURGERY CENTER LLC,05C0001148,1649500950,LOS GATOS,CA,95032,2016,0,,0,,0,,0,,"1,000.00",1,1/1/2016,12/31/2016,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A,5,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
SHORE HEALTH SYSTEM INC,21C0001503,1649501073,EASTON,MD,21601,2016,0,,0,,0,,0,,931.51,,1/1/2016,12/31/2016,Yes,,"1,170",52,891,19,5,81,70,52,,1/1/2016,12/31/2016,94.87,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
THE SURGERY CENTER AT ORTHOPEDIC ASSOCIATES LLC,33C0001137,1649511577,POUGHKEEPSIE,NY,12601,2016,0,,0,,0,,0,,969.54,,1/1/2016,12/31/2016,Yes,,"5,111",0,0,0,"2,681",0,"2,430",0,,1/1/2016,12/31/2016,88.73,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
SURGCENTER NORTHEAST LLC,10C0001578,1649515354,ST PETERSBURG,FL,33704,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"2,311",0,0,0,642,0,"1,662",7,,1/1/2016,12/31/2016,79.17,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
MUNSTER SPECIALTY SURGERY CENTER LLC,15C0001184,1649520057,MUNSTER,IN,46321,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A,5,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
SURGERY CENTER OF WASILLA LLC,02C0001015,1649534843,WASILLA,AK,99654,2016,0,,0,,0,,1.042,,977.27,,1/1/2016,12/31/2016,Yes,,"2,119",0,572,3,"1,531",0,0,13,,1/1/2016,12/31/2016,86.96,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,100,,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
APOGEE OUTPATIENT SURGERY CENTER,05C0001471,1649603713,REDDING,CA,96001,2016,0,,0,,0,,0,,996.24,,1/1/2016,12/31/2016,Yes,,"3,210",25,0,0,"1,541",1,"1,638",5,,1/1/2016,12/31/2016,95.74,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
PARKWAY SURGERY CENTER LLC,29C0001102,1649655515,HENDERSON,NV,89052,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,Yes,,"1,945",0,8,0,733,973,221,10,,1/1/2016,12/31/2016,31.91,,2016/2017,75.9,,82.61,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
ADVANCED SURGERY CENTER OF ARIZONA,03C0001270,1649662206,GILBERT,AZ,85234,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A,5,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
NORTHERN ARIZONA HEALTHCARE ORTHOPEDIC SURGERY CENTER LLC,03C0001071,1649668781,FLAGSTAFF,AZ,86001,2016,0.991,,0.991,,0,,1.982,,991.3,,1/1/2016,12/31/2016,Yes,,"4,979",0,0,0,"4,979",0,0,0,,1/1/2016,12/31/2016,96.77,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
MILE HIGH SURGERY CENTER LLC,06C0001150,1649676602,GREENWOOD VILLAGE,CO,80111,2016,0,,0,,0,,14.423,,"1,000.00",1,1/1/2016,12/31/2016,Yes,,"1,171",0,12,0,"1,101",0,55,3,,1/1/2016,12/31/2016,88.46,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
ENTI SURGERY CENTER,11C0001133,1649682014,ALPHARETTA,GA,30005,2016,0,1,0,1,0,1,0,1,"1,000.00",1,1/1/2016,12/31/2016,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A,5,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
MEMORIAL HERMANN SURGERY CENTER TEXAS MEDICAL CENTER LLP,45C0001446,1659301794,HOUSTON,TX,77030,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"4,404",497,"1,345",248,"1,273",725,201,115,,1/1/2016,12/31/2016,100,,2016/2017,100,,0,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,Number of Cases Too Small,N/A,N/A,1,1/1/2016,12/31/2016,N/A
SURGERY CENTER INC,19C0001009,1659303055,LAFAYETTE,LA,70503,2016,0,,0,,0,,0,,941.18,,1/1/2016,12/31/2016,Yes,,900,33,444,0,29,264,41,89,,1/1/2016,12/31/2016,62.92,,2016/2017,N/A,1,60,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,35,No Different than the National Rate,8.7,17.1,,1/1/2016,12/31/2016,12.3
SUGAR LAND SURGERY CENTER LTD,45C0001433,1659316917,SUGAR LAND,TX,77478,2016,0,,0,,0,,0,,968.25,,1/1/2016,12/31/2016,Yes,,"6,658",3,"3,117",80,117,"3,278",43,20,,1/1/2016,12/31/2016,93.91,,2016/2017,96.83,,93.65,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,247,No Different than the National Rate,10,19.6,,1/1/2016,12/31/2016,13.7
COSMETIC AND RECONSTRUCTIVE SURGERY CENTER PA,17C0001073,1659327245,WICHITA,KS,67206,2016,0,1,0,1,0,1,0,1,"1,000.00",1,1/1/2016,12/31/2016,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A,5,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
LAS COLINAS SURGERY CENTER LTD,45C0001177,1659334191,IRVING,TX,75038,2016,0,,0,,0,,0,,952.38,,1/1/2016,12/31/2016,Yes,,"2,678",159,8,26,74,"2,325",71,15,,1/1/2016,12/31/2016,73.61,,2016/2017,34.92,,90.48,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,149,No Different than the National Rate,9.2,18.2,,1/1/2016,12/31/2016,12.9
RESTON SURGERY CENTER LP,49C0001033,1659335438,RESTON,VA,20190,2016,0,,0,,0,,0,,981.4,,1/1/2016,12/31/2016,Yes,,"7,258",353,"2,636",541,"1,519","1,904",216,89,,1/1/2016,12/31/2016,96.81,,2016/2017,79.17,,78.13,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,672,No Different than the National Rate,8.7,16.4,,1/1/2016,12/31/2016,12.1
MT OGDEN SURGICAL CENTER LLC,46C0001017,1659336881,OGDEN,UT,84403,2016,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,87.5,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
CASCADE SURGERY ASSOCIATES,50C0001168,1659337889,AUBURN,WA,98002,2016,0,,0,,0,,0,,975.81,,1/1/2016,12/31/2016,Yes,,"1,242",0,0,0,999,0,237,6,,1/1/2016,12/31/2016,87.88,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
STERLING SURGICAL CENTER LLC,33C0001065,1659338382,ORCHARD PARK,NY,14127,2016,0,,0,,0,,0,,500,1,1/1/2016,12/31/2016,Yes,,"8,112",0,724,0,0,"7,388",0,0,,1/1/2016,12/31/2016,98.04,,2016/2017,71.16,,87.78,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,197,No Different than the National Rate,9.9,18.9,,1/1/2016,12/31/2016,13.6
LITTLE ROCK SURGERY CENTER LLC,04C0001006,1659340404,LITTLE ROCK,AR,72205,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,Yes,,"1,578",0,1,0,793,37,746,1,,1/1/2016,12/31/2016,71.11,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
SWAGEL WOOTTON EYE CENTER INC,03C0001020,1659343648,MESA,AZ,85206,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"3,831",0,"3,831",0,0,0,0,0,,1/1/2016,12/31/2016,64.86,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
